Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG40,OUT035,729.3461810059994
FDW10,OUT018,2559.3461810059994
FDX51,OUT013,3156.3461810059994
NCP17,OUT045,945.3461810059994
FDP21,OUT035,3161.3461810059994
FDL04,OUT045,1611.3461810059994
FDV23,OUT013,1988.3461810059994
FDF24,OUT046,1381.3461810059994
FDH56,OUT027,3320.4711810059994
FDB51,OUT049,1127.0961810059994
FDI58,OUT027,3024.4711810059994
FDR20,OUT013,876.3461810059994
FDC51,OUT018,1803.3461810059994
FDB16,OUT027,2848.4711810059994
FDE40,OUT049,1139.0961810059994
NCM17,OUT035,839.3461810059994
FDU56,OUT035,3097.3461810059994
FDS32,OUT019,386.34618100599937
FDX02,OUT049,3645.0961810059994
FDT39,OUT027,3936.4711810059994
FDE35,OUT017,1104.3461810059994
NCI42,OUT019,1398.3461810059994
DRL23,OUT046,1697.3461810059994
FDA10,OUT046,1933.3461810059994
FDA11,OUT013,1578.3461810059994
NCM06,OUT046,2429.3461810059994
NCT05,OUT035,4167.346181006
NCQ02,OUT010,1046.5961810059994
NCY06,OUT049,2150.0961810059994
FDY56,OUT035,3725.3461810059994
FDL02,OUT035,1853.3461810059994
NCI06,OUT035,2935.3461810059994
FDQ14,OUT045,2315.3461810059994
FDQ12,OUT017,3720.3461810059994
FDP36,OUT046,845.3461810059994
FDK21,OUT027,5408.471181006
FDO40,OUT045,2291.3461810059994
NCK54,OUT019,-13.65381899400063
FDY09,OUT018,2591.3461810059994
NCW30,OUT049,4190.096181006
NCC55,OUT027,2067.4711810059994
FDE58,OUT018,1657.3461810059994
FDR39,OUT013,2946.3461810059994
FDU28,OUT049,3103.0961810059994
FDH08,OUT017,3720.3461810059994
FDG35,OUT045,2767.3461810059994
FDG22,OUT049,765.0961810059994
FDC34,OUT035,2641.3461810059994
FDP15,OUT018,3783.3461810059994
FDK34,OUT010,1886.5961810059994
FDU45,OUT035,2041.3461810059994
FDQ04,OUT027,2116.4711810059994
FDX22,OUT018,3147.3461810059994
FDB45,OUT017,1792.3461810059994
NCH43,OUT027,4843.471181006
DRE60,OUT046,3497.3461810059994
FDD17,OUT027,5176.471181006
NCM54,OUT017,2120.3461810059994
NCH55,OUT013,2044.3461810059994
NCT06,OUT017,2712.3461810059994
FDA48,OUT027,4924.471181006
FDY58,OUT027,5048.471181006
FDO25,OUT045,3247.3461810059994
FDN50,OUT045,1515.3461810059994
FDH35,OUT035,2753.3461810059994
FDK09,OUT045,3507.3461810059994
FDO16,OUT013,1380.3461810059994
FDW11,OUT045,983.3461810059994
FDU47,OUT027,3756.4711810059994
NCQ42,OUT010,146.59618100599937
FDK55,OUT027,2900.4711810059994
FDN08,OUT049,2005.0961810059994
FDT57,OUT045,3687.3461810059994
FDJ12,OUT018,3107.3461810059994
DRL59,OUT017,976.3461810059994
NCN53,OUT046,585.3461810059994
FDO51,OUT010,-1101.4038189940006
FDK56,OUT017,3072.3461810059994
FDY12,OUT035,1029.3461810059994
FDU15,OUT035,813.3461810059994
FDQ19,OUT046,3885.3461810059994
DRF15,OUT045,2367.3461810059994
DRE25,OUT019,-453.65381899400063
FDK57,OUT018,1679.3461810059994
FDD33,OUT010,1730.5961810059994
FDR34,OUT027,5112.471181006
FDU04,OUT045,1879.3461810059994
FDE35,OUT019,-873.6538189940006
NCD31,OUT035,2699.3461810059994
FDJ56,OUT035,1713.3461810059994
NCU53,OUT046,2589.3461810059994
FDD39,OUT035,3525.3461810059994
NCU17,OUT019,-293.65381899400063
FDJ20,OUT046,2013.3461810059994
NCW41,OUT018,2253.3461810059994
FDL52,OUT035,833.3461810059994
FDS39,OUT035,2393.3461810059994
DRJ47,OUT045,2671.3461810059994
FDP13,OUT010,-1193.4038189940006
DRK39,OUT010,-577.4038189940006
FDF28,OUT010,182.59618100599937
FDB09,OUT045,1939.3461810059994
FDM51,OUT046,1669.3461810059994
DRM49,OUT018,535.3461810059994
DRF23,OUT013,2782.3461810059994
DRH01,OUT035,2841.3461810059994
FDH12,OUT027,3160.4711810059994
FDA28,OUT019,126.34618100599937
FDW37,OUT018,1223.3461810059994
FDF02,OUT046,1661.3461810059994
DRL37,OUT046,721.3461810059994
NCF43,OUT046,2229.3461810059994
FDH08,OUT010,1722.5961810059994
FDR34,OUT019,1766.3461810059994
NCK19,OUT049,3154.0961810059994
NCD55,OUT018,481.34618100599937
FDT27,OUT049,3833.0961810059994
FDQ57,OUT045,2271.3461810059994
FDA47,OUT035,2741.3461810059994
DRG15,OUT027,2456.4711810059994
FDE05,OUT018,2147.3461810059994
FDN46,OUT046,1645.3461810059994
FDX27,OUT027,2976.4711810059994
FDT51,OUT045,1759.3461810059994
FDU33,OUT013,812.3461810059994
FDJ16,OUT027,2412.4711810059994
FDD20,OUT019,54.34618100599937
FDT36,OUT049,671.0961810059994
DRF15,OUT027,3856.4711810059994
FDN52,OUT010,-453.40381899400063
FDC22,OUT027,4496.471181006
FDX15,OUT045,2455.3461810059994
FDT13,OUT013,3004.3461810059994
FDU04,OUT017,2064.3461810059994
FDU31,OUT019,1558.3461810059994
FDW59,OUT027,2856.4711810059994
NCO29,OUT046,2601.3461810059994
FDL15,OUT035,2561.3461810059994
FDI41,OUT049,2467.0961810059994
FDQ48,OUT049,1771.0961810059994
DRI39,OUT013,926.3461810059994
FDI08,OUT013,4026.3461810059994
FDC21,OUT049,1923.0961810059994
FDF58,OUT035,1173.3461810059994
FDS08,OUT010,926.5961810059994
FDE47,OUT045,1903.3461810059994
NCP18,OUT019,490.34618100599937
NCR41,OUT013,1592.3461810059994
FDA27,OUT013,4088.3461810059994
FDA43,OUT035,3201.3461810059994
FDA49,OUT045,1335.3461810059994
NCE55,OUT018,2597.3461810059994
DRM49,OUT027,2220.4711810059994
FDF22,OUT027,4828.471181006
FDQ15,OUT018,1111.3461810059994
NCS54,OUT017,2868.3461810059994
NCY05,OUT013,628.3461810059994
FDR45,OUT046,3781.3461810059994
FDK57,OUT049,2039.0961810059994
FDF41,OUT010,1986.5961810059994
FDV21,OUT046,2037.3461810059994
FDD51,OUT046,749.3461810059994
FDF33,OUT046,1773.3461810059994
FDA38,OUT046,3765.3461810059994
FDR56,OUT045,3059.3461810059994
NCN41,OUT017,2032.3461810059994
FDC60,OUT027,2904.4711810059994
FDB47,OUT045,3207.3461810059994
DRH01,OUT013,2784.3461810059994
FDW08,OUT046,1661.3461810059994
FDF38,OUT027,2168.4711810059994
FDY32,OUT017,2680.3461810059994
FDG34,OUT049,1915.0961810059994
FDG47,OUT019,2190.3461810059994
NCF18,OUT035,3103.3461810059994
FDL39,OUT019,998.3461810059994
NCH55,OUT035,2127.3461810059994
DRJ35,OUT049,1115.0961810059994
FDS44,OUT035,3917.3461810059994
DRE01,OUT018,3527.3461810059994
FDY39,OUT013,2998.3461810059994
FDY32,OUT018,2329.3461810059994
FDR33,OUT027,3240.4711810059994
NCP50,OUT049,1406.0961810059994
FDZ47,OUT018,1407.3461810059994
FDU57,OUT049,2565.0961810059994
FDY44,OUT013,3160.3461810059994
DRH59,OUT018,963.3461810059994
FDB03,OUT027,5252.471181006
FDY46,OUT045,2891.3461810059994
FDM39,OUT045,2739.3461810059994
FDY36,OUT035,1369.3461810059994
NCM55,OUT035,3023.3461810059994
FDJ50,OUT010,-997.4038189940006
DRL60,OUT013,2420.3461810059994
NCJ54,OUT049,3738.0961810059994
FDX59,OUT017,696.3461810059994
FDI07,OUT013,3250.3461810059994
DRF51,OUT010,-1281.4038189940006
FDM14,OUT017,1888.3461810059994
FDP21,OUT045,2959.3461810059994
FDE40,OUT035,1209.3461810059994
FDE05,OUT035,2525.3461810059994
FDM13,OUT027,3564.4711810059994
FDC34,OUT027,3952.4711810059994
NCI55,OUT018,1729.3461810059994
NCE43,OUT018,2417.3461810059994
FDW58,OUT018,1515.3461810059994
FDG60,OUT045,3627.3461810059994
FDV31,OUT017,2888.3461810059994
FDR47,OUT013,3096.3461810059994
FDM60,OUT019,-1177.6538189940006
NCF06,OUT018,3825.3461810059994
NCN26,OUT027,3323.4711810059994
FDQ59,OUT049,1539.0961810059994
FDF09,OUT046,645.3461810059994
NCS06,OUT017,4272.346181006
FDT44,OUT046,1877.3461810059994
FDI19,OUT017,3960.3461810059994
FDT22,OUT017,1088.3461810059994
NCF54,OUT027,4131.471181006
DRG25,OUT045,2859.3461810059994
FDB59,OUT017,3240.3461810059994
FDQ37,OUT017,3184.3461810059994
FDP56,OUT035,941.3461810059994
FDW44,OUT035,2909.3461810059994
FDJ26,OUT010,1534.5961810059994
FDU43,OUT018,3567.3461810059994
FDW33,OUT045,1607.3461810059994
NCX53,OUT027,3715.4711810059994
FDN56,OUT010,458.59618100599937
DRF15,OUT049,2517.0961810059994
FDO33,OUT017,1936.3461810059994
FDZ39,OUT010,-157.40381899400063
NCJ19,OUT017,988.3461810059994
FDU01,OUT035,3133.3461810059994
FDT12,OUT035,3713.3461810059994
NCM18,OUT018,765.3461810059994
FDP19,OUT017,2136.3461810059994
NCR42,OUT049,658.0961810059994
FDN10,OUT046,1901.3461810059994
FDG44,OUT017,1008.3461810059994
FDQ10,OUT046,2733.3461810059994
DRH13,OUT049,1791.0961810059994
FDT52,OUT013,3938.3461810059994
FDM56,OUT045,1703.3461810059994
NCO43,OUT010,-285.40381899400063
NCV29,OUT035,2939.3461810059994
NCF06,OUT013,4104.346181006
FDO50,OUT035,1605.3461810059994
FDT59,OUT013,3664.3461810059994
FDX40,OUT027,2064.4711810059994
FDE50,OUT017,3120.3461810059994
FDX51,OUT017,3280.3461810059994
NCD30,OUT018,1349.3461810059994
FDK15,OUT013,1640.3461810059994
FDL12,OUT045,967.3461810059994
FDK46,OUT017,4192.346181006
DRH49,OUT010,-585.4038189940006
FDQ57,OUT046,2341.3461810059994
FDY59,OUT017,1624.3461810059994
FDO09,OUT018,3923.3461810059994
NCG30,OUT035,2115.3461810059994
FDM09,OUT017,2824.3461810059994
NCN17,OUT027,3043.4711810059994
NCS42,OUT013,1452.3461810059994
FDD02,OUT019,-41.65381899400063
FDE34,OUT013,2904.3461810059994
FDU38,OUT045,2971.3461810059994
FDB33,OUT046,2517.3461810059994
NCJ29,OUT017,1496.3461810059994
FDZ27,OUT035,949.3461810059994
FDI40,OUT013,1668.3461810059994
FDG22,OUT013,732.3461810059994
FDT51,OUT017,1952.3461810059994
FDF20,OUT018,2925.3461810059994
FDV50,OUT035,2069.3461810059994
FDT02,OUT049,735.0961810059994
DRC49,OUT017,2392.3461810059994
FDF26,OUT049,2571.0961810059994
FDV52,OUT035,2109.3461810059994
FDX59,OUT049,715.0961810059994
FDV25,OUT035,3637.3461810059994
FDW23,OUT027,2100.4711810059994
FDE53,OUT018,1519.3461810059994
FDA19,OUT017,2184.3461810059994
FDH22,OUT046,1997.3461810059994
NCO41,OUT013,1588.3461810059994
FDX12,OUT017,3968.3461810059994
FDF17,OUT013,3148.3461810059994
FDS11,OUT045,3479.3461810059994
FDR51,OUT035,2533.3461810059994
FDT49,OUT010,-229.40381899400063
FDC56,OUT013,1940.3461810059994
FDR13,OUT027,3368.4711810059994
FDQ60,OUT035,2093.3461810059994
FDN38,OUT049,4059.0961810059994
NCL29,OUT013,2492.3461810059994
FDO13,OUT027,4048.4711810059994
FDE26,OUT018,2063.3461810059994
FDA31,OUT010,822.5961810059994
FDX14,OUT035,1361.3461810059994
FDA34,OUT045,2699.3461810059994
FDF26,OUT013,2514.3461810059994
FDE38,OUT045,2575.3461810059994
DRI11,OUT046,1813.3461810059994
FDQ60,OUT027,3376.4711810059994
FDL21,OUT027,2176.4711810059994
DRC12,OUT027,4468.471181006
FDC47,OUT046,3581.3461810059994
FDE57,OUT045,2167.3461810059994
FDT14,OUT045,1883.3461810059994
NCZ53,OUT046,2981.3461810059994
FDE28,OUT018,3431.3461810059994
FDR19,OUT035,2449.3461810059994
NCF54,OUT019,818.3461810059994
FDZ08,OUT046,1349.3461810059994
NCJ05,OUT018,2205.3461810059994
FDF59,OUT046,2029.3461810059994
NCO05,OUT035,1727.3461810059994
FDW24,OUT018,613.3461810059994
NCX42,OUT018,2397.3461810059994
NCA53,OUT035,927.3461810059994
FDI45,OUT019,894.3461810059994
FDG46,OUT046,1869.3461810059994
FDM20,OUT010,1942.5961810059994
FDW11,OUT010,-873.4038189940006
FDX08,OUT035,2985.3461810059994
NCK17,OUT035,803.3461810059994
FDK32,OUT018,2237.3461810059994
NCA42,OUT035,2643.3461810059994
DRI01,OUT035,2825.3461810059994
NCL55,OUT049,4102.096181006
DRE25,OUT018,1281.3461810059994
FDD14,OUT017,2992.3461810059994
FDB10,OUT046,3709.3461810059994
DRN11,OUT035,2393.3461810059994
FDP38,OUT018,637.3461810059994
NCA30,OUT017,3048.3461810059994
FDT15,OUT017,3088.3461810059994
NCP55,OUT018,709.3461810059994
FDF12,OUT035,2489.3461810059994
FDM21,OUT018,3811.3461810059994
FDX56,OUT035,3429.3461810059994
FDF10,OUT017,2448.3461810059994
FDT32,OUT045,2975.3461810059994
FDM51,OUT018,1463.3461810059994
NCR50,OUT018,2217.3461810059994
FDI19,OUT049,3925.0961810059994
FDX21,OUT017,1840.3461810059994
FDR31,OUT035,2497.3461810059994
FDY02,OUT013,4178.346181006
NCA29,OUT045,2633.3461810059994
NCX17,OUT046,3613.3461810059994
FDM12,OUT045,2983.3461810059994
FDI53,OUT027,4016.4711810059994
NCU30,OUT049,2708.0961810059994
FDC56,OUT027,3368.4711810059994
FDK27,OUT018,1761.3461810059994
NCK18,OUT017,2736.3461810059994
FDB52,OUT019,2150.3461810059994
DRG25,OUT027,4416.471181006
FDZ13,OUT049,991.0961810059994
FDB57,OUT019,1670.3461810059994
FDR40,OUT046,1397.3461810059994
NCO14,OUT019,-1173.6538189940006
NCN19,OUT045,2929.3461810059994
FDQ28,OUT019,590.3461810059994
FDO13,OUT018,2395.3461810059994
FDK48,OUT013,1316.3461810059994
FDU07,OUT018,2203.3461810059994
FDW20,OUT046,2005.3461810059994
FDV12,OUT010,-257.40381899400063
FDH24,OUT013,2556.3461810059994
FDV59,OUT049,3517.0961810059994
FDK57,OUT045,1843.3461810059994
FDL16,OUT027,2184.4711810059994
NCQ17,OUT046,2429.3461810059994
FDJ15,OUT018,2763.3461810059994
FDX24,OUT049,1643.0961810059994
FDT47,OUT046,1629.3461810059994
FDT10,OUT049,1157.0961810059994
FDZ37,OUT018,1251.3461810059994
FDW43,OUT027,5120.471181006
DRN36,OUT017,1636.3461810059994
FDJ14,OUT045,1283.3461810059994
FDA32,OUT013,3470.3461810059994
FDJ38,OUT019,1142.3461810059994
FDQ57,OUT017,2472.3461810059994
NCQ41,OUT019,1162.3461810059994
FDG56,OUT049,1139.0961810059994
DRC13,OUT027,3460.4711810059994
FDV55,OUT035,2437.3461810059994
FDQ49,OUT045,2503.3461810059994
FDE29,OUT010,-933.4038189940006
FDR03,OUT013,3356.3461810059994
FDD45,OUT049,1635.0961810059994
FDN38,OUT010,2070.5961810059994
FDT56,OUT046,997.3461810059994
FDT48,OUT045,3087.3461810059994
FDU03,OUT049,3007.0961810059994
FDC56,OUT010,-17.40381899400063
NCO43,OUT027,3019.4711810059994
FDQ27,OUT017,1800.3461810059994
FDR03,OUT046,3309.3461810059994
DRH23,OUT010,-1061.4038189940006
FDG22,OUT045,631.3461810059994
NCJ42,OUT013,1684.3461810059994
FDR24,OUT046,1517.3461810059994
FDW60,OUT035,2977.3461810059994
FDJ08,OUT013,3024.3461810059994
DRL59,OUT018,641.3461810059994
FDG60,OUT010,1774.5961810059994
FDW27,OUT017,2664.3461810059994
FDX14,OUT018,1031.3461810059994
FDC20,OUT013,970.3461810059994
NCS29,OUT018,3893.3461810059994
FDJ56,OUT046,1589.3461810059994
FDB20,OUT019,-657.6538189940006
FDL28,OUT027,5096.471181006
FDW01,OUT018,2191.3461810059994
FDL03,OUT046,3181.3461810059994
FDX22,OUT049,3463.0961810059994
FDJ21,OUT035,2489.3461810059994
FDR31,OUT045,2327.3461810059994
FDG21,OUT035,2565.3461810059994
FDS22,OUT027,2224.4711810059994
FDK08,OUT035,1765.3461810059994
FDE17,OUT018,2239.3461810059994
NCN30,OUT017,1640.3461810059994
FDT50,OUT046,1605.3461810059994
NCX42,OUT049,2690.0961810059994
FDJ12,OUT035,3465.3461810059994
NCA18,OUT027,3299.4711810059994
FDP23,OUT019,1518.3461810059994
FDX12,OUT013,3908.3461810059994
FDN40,OUT018,2197.3461810059994
FDV48,OUT035,1449.3461810059994
NCY54,OUT013,2696.3461810059994
FDL16,OUT010,-1165.4038189940006
FDR45,OUT018,3567.3461810059994
FDJ52,OUT046,2565.3461810059994
DRG01,OUT017,1356.3461810059994
FDP52,OUT013,3718.3461810059994
FDU58,OUT017,3120.3461810059994
FDL02,OUT045,1663.3461810059994
FDG28,OUT013,3922.3461810059994
FDA19,OUT035,2193.3461810059994
FDW46,OUT027,2584.4711810059994
NCD43,OUT049,1750.0961810059994
DRG39,OUT013,880.3461810059994
NCF55,OUT049,700.0961810059994
FDJ07,OUT046,1901.3461810059994
FDE08,OUT046,2397.3461810059994
FDP56,OUT019,-1081.6538189940006
FDT45,OUT045,815.3461810059994
FDF17,OUT018,2865.3461810059994
FDX44,OUT046,1429.3461810059994
FDM28,OUT027,4300.471181006
FDI36,OUT049,3279.0961810059994
FDS07,OUT045,1763.3461810059994
FDD36,OUT045,1823.3461810059994
FDW11,OUT046,1005.3461810059994
FDN40,OUT049,2551.0961810059994
NCQ18,OUT049,1638.0961810059994
NCQ54,OUT017,2736.3461810059994
NCS42,OUT045,1377.3461810059994
DRH39,OUT010,-693.4038189940006
FDC09,OUT027,3168.4711810059994
FDT08,OUT010,510.59618100599937
FDC08,OUT035,3761.3461810059994
FDT20,OUT017,752.3461810059994
FDS35,OUT035,1173.3461810059994
FDX58,OUT018,2671.3461810059994
FDW58,OUT046,1733.3461810059994
DRD27,OUT046,1613.3461810059994
FDH32,OUT019,-353.65381899400063
FDS26,OUT035,4261.346181006
FDQ31,OUT046,1453.3461810059994
FDP11,OUT018,3243.3461810059994
FDD58,OUT017,1712.3461810059994
FDM33,OUT045,3367.3461810059994
FDZ16,OUT049,3219.0961810059994
NCS29,OUT010,2238.5961810059994
NCM18,OUT019,-965.6538189940006
FDP11,OUT049,3567.0961810059994
NCC42,OUT017,2340.3461810059994
DRM23,OUT046,2705.3461810059994
NCN55,OUT027,5187.471181006
FDK46,OUT013,4094.3461810059994
FDR01,OUT046,3189.3461810059994
NCA05,OUT045,2301.3461810059994
NCP43,OUT017,2912.3461810059994
FDR12,OUT010,866.5961810059994
FDQ01,OUT013,4086.3461810059994
FDM13,OUT046,2093.3461810059994
FDQ19,OUT017,3992.3461810059994
FDK56,OUT019,990.3461810059994
NCX06,OUT010,994.5961810059994
FDO56,OUT027,3400.4711810059994
FDU45,OUT045,1791.3461810059994
FDI16,OUT019,-993.6538189940006
FDL32,OUT046,1845.3461810059994
FDA07,OUT046,2029.3461810059994
FDA14,OUT045,2271.3461810059994
FDV46,OUT027,3688.4711810059994
NCO07,OUT035,3479.3461810059994
NCP41,OUT046,1689.3461810059994
FDY60,OUT018,2091.3461810059994
FDN38,OUT017,4096.346181006
FDO15,OUT046,1285.3461810059994
FDT60,OUT013,1986.3461810059994
FDA55,OUT035,3721.3461810059994
FDE02,OUT010,-393.40381899400063
DRJ39,OUT049,3581.0961810059994
FDV34,OUT035,1409.3461810059994
FDS20,OUT027,4364.471181006
FDF02,OUT027,3092.4711810059994
FDW40,OUT017,2432.3461810059994
NCB43,OUT046,2921.3461810059994
FDR58,OUT017,1584.3461810059994
DRJ59,OUT035,805.3461810059994
NCD30,OUT017,1688.3461810059994
FDE14,OUT017,1744.3461810059994
FDC28,OUT018,1511.3461810059994
FDU16,OUT018,1191.3461810059994
NCD19,OUT035,1043.3461810059994
FDU21,OUT046,661.3461810059994
FDV59,OUT027,4880.471181006
FDU03,OUT045,2887.3461810059994
FDC33,OUT010,1334.5961810059994
NCR42,OUT035,711.3461810059994
DRH59,OUT035,1341.3461810059994
NCM31,OUT035,2399.3461810059994
FDS50,OUT035,3641.3461810059994
FDP39,OUT046,877.3461810059994
FDQ55,OUT013,1960.3461810059994
FDV36,OUT019,86.34618100599937
FDI05,OUT027,2728.4711810059994
FDS45,OUT027,3224.4711810059994
FDA39,OUT045,599.3461810059994
FDC37,OUT010,-137.40381899400063
FDJ60,OUT027,4136.471181006
DRQ35,OUT046,1953.3461810059994
NCJ06,OUT046,1905.3461810059994
NCY42,OUT018,2065.3461810059994
DRM37,OUT049,3217.0961810059994
FDR14,OUT045,767.3461810059994
FDE51,OUT049,887.0961810059994
FDT33,OUT017,2808.3461810059994
FDR08,OUT013,1846.3461810059994
FDE36,OUT010,742.5961810059994
FDL22,OUT019,-449.65381899400063
FDR44,OUT013,2164.3461810059994
FDI56,OUT019,-485.65381899400063
FDE47,OUT010,138.59618100599937
FDV27,OUT010,-389.40381899400063
FDV10,OUT049,855.0961810059994
FDC40,OUT045,1247.3461810059994
NCX41,OUT013,3340.3461810059994
NCQ38,OUT027,3123.4711810059994
FDV12,OUT027,3112.4711810059994
FDE52,OUT017,1592.3461810059994
FDG20,OUT027,4280.471181006
FDV16,OUT027,2076.4711810059994
FDI32,OUT017,1912.3461810059994
FDJ32,OUT049,1151.0961810059994
FDN39,OUT018,2511.3461810059994
FDY34,OUT017,2824.3461810059994
FDC14,OUT035,885.3461810059994
FDA55,OUT017,3704.3461810059994
FDZ50,OUT010,1022.5961810059994
DRG13,OUT049,2715.0961810059994
FDP01,OUT013,2514.3461810059994
NCG54,OUT017,2816.3461810059994
FDM13,OUT045,2035.3461810059994
NCO18,OUT027,4259.471181006
NCW41,OUT013,2500.3461810059994
FDM52,OUT027,3812.4711810059994
NCF55,OUT035,719.3461810059994
FDT09,OUT046,2157.3461810059994
NCM19,OUT035,1883.3461810059994
FDW12,OUT018,2187.3461810059994
FDP15,OUT019,2098.3461810059994
FDK36,OUT045,751.3461810059994
FDZ25,OUT035,2909.3461810059994
NCW06,OUT049,3140.0961810059994
FDW60,OUT046,2885.3461810059994
DRC49,OUT013,2322.3461810059994
NCT17,OUT035,3107.3461810059994
NCN06,OUT018,2349.3461810059994
FDC45,OUT013,2720.3461810059994
DRJ47,OUT019,786.3461810059994
NCF06,OUT045,3977.3461810059994
FDE21,OUT010,-1.4038189940006305
DRG27,OUT013,688.3461810059994
FDW40,OUT049,2397.0961810059994
NCO53,OUT046,2869.3461810059994
FDE23,OUT049,905.0961810059994
FDQ16,OUT046,1757.3461810059994
FDS26,OUT045,4011.3461810059994
FDZ13,OUT010,-1085.4038189940006
FDS14,OUT049,2591.0961810059994
FDC10,OUT045,1875.3461810059994
FDY16,OUT049,3107.0961810059994
FDJ20,OUT035,2181.3461810059994
FDV43,OUT035,853.3461810059994
FDZ32,OUT027,3200.4711810059994
FDR23,OUT046,2773.3461810059994
FDN24,OUT035,1001.3461810059994
FDE34,OUT027,4328.471181006
FDU31,OUT013,3528.3461810059994
FDW33,OUT018,1493.3461810059994
FDU26,OUT046,1933.3461810059994
FDE20,OUT027,4200.471181006
NCW05,OUT035,1787.3461810059994
FDB22,OUT018,2219.3461810059994
FDO56,OUT046,1917.3461810059994
FDA19,OUT027,3520.4711810059994
DRI39,OUT045,827.3461810059994
FDH52,OUT018,821.3461810059994
FDZ50,OUT035,3069.3461810059994
NCN42,OUT035,2463.3461810059994
FDB53,OUT013,2372.3461810059994
DRG11,OUT017,1836.3461810059994
DRK11,OUT027,3804.4711810059994
FDQ60,OUT017,2096.3461810059994
FDT36,OUT017,680.3461810059994
DRG25,OUT018,2703.3461810059994
DRJ23,OUT046,3001.3461810059994
FDG05,OUT035,2685.3461810059994
NCK06,OUT018,1701.3461810059994
FDU52,OUT017,2568.3461810059994
FDW07,OUT018,1229.3461810059994
NCM17,OUT045,653.3461810059994
FDA22,OUT045,2595.3461810059994
NCA41,OUT018,2829.3461810059994
FDF38,OUT035,897.3461810059994
FDH52,OUT046,1077.3461810059994
FDY58,OUT019,1662.3461810059994
FDZ16,OUT045,3039.3461810059994
NCM18,OUT017,1096.3461810059994
FDA22,OUT018,2415.3461810059994
NCJ43,OUT035,2907.3461810059994
FDI34,OUT027,5120.471181006
FDG56,OUT046,1053.3461810059994
FDS34,OUT046,1901.3461810059994
DRC01,OUT035,1013.3461810059994
FDQ04,OUT035,797.3461810059994
FDK04,OUT035,1093.3461810059994
FDT51,OUT049,1931.0961810059994
FDV26,OUT017,3256.3461810059994
FDS04,OUT049,2377.0961810059994
FDW43,OUT018,3433.3461810059994
FDQ28,OUT010,598.5961810059994
NCK06,OUT017,2032.3461810059994
FDS23,OUT018,1833.3461810059994
FDZ36,OUT019,1094.3461810059994
FDE56,OUT018,823.3461810059994
FDW10,OUT027,4248.471181006
NCN14,OUT045,2833.3461810059994
NCQ18,OUT045,1465.3461810059994
FDW08,OUT017,1848.3461810059994
FDU43,OUT035,3909.3461810059994
FDR33,OUT010,-137.40381899400063
FDM24,OUT010,538.5961810059994
NCZ05,OUT046,1629.3461810059994
NCV41,OUT035,1923.3461810059994
FDV11,OUT018,2571.3461810059994
NCY05,OUT035,743.3461810059994
FDV44,OUT018,2811.3461810059994
FDW32,OUT049,1513.0961810059994
NCU18,OUT027,3699.4711810059994
NCC43,OUT035,4091.3461810059994
FDW19,OUT013,1864.3461810059994
FDN31,OUT035,3161.3461810059994
FDI48,OUT045,819.3461810059994
FDS24,OUT017,1616.3461810059994
FDF46,OUT049,1979.0961810059994
DRG23,OUT017,2500.3461810059994
FDG14,OUT018,2225.3461810059994
NCY30,OUT049,2930.0961810059994
FDO28,OUT018,1759.3461810059994
DRD24,OUT035,2393.3461810059994
FDI33,OUT049,1569.0961810059994
FDN32,OUT046,2949.3461810059994
FDR16,OUT045,3323.3461810059994
FDF26,OUT046,2493.3461810059994
NCN29,OUT018,581.3461810059994
FDE20,OUT045,2663.3461810059994
FDA46,OUT046,3029.3461810059994
FDU28,OUT045,2943.3461810059994
FDQ48,OUT045,1583.3461810059994
FDV36,OUT013,2106.3461810059994
FDR14,OUT018,627.3461810059994
FDP23,OUT017,3536.3461810059994
FDP56,OUT013,888.3461810059994
FDK48,OUT010,-649.4038189940006
FDR48,OUT046,2405.3461810059994
NCY29,OUT049,1024.0961810059994
FDM22,OUT018,715.3461810059994
DRJ01,OUT013,2578.3461810059994
FDZ43,OUT045,3823.3461810059994
FDV03,OUT035,2593.3461810059994
FDX11,OUT027,4360.471181006
NCA41,OUT027,4491.471181006
FDE38,OUT017,2768.3461810059994
FDI27,OUT018,591.3461810059994
FDN32,OUT013,2946.3461810059994
NCN43,OUT017,2040.3461810059994
FDB47,OUT027,4720.471181006
FDV03,OUT017,2584.3461810059994
NCN30,OUT045,1497.3461810059994
NCV54,OUT010,18.59618100599937
FDV07,OUT013,1798.3461810059994
FDP07,OUT049,3231.0961810059994
FDK48,OUT018,979.3461810059994
FDM15,OUT019,534.3461810059994
FDY19,OUT027,3336.4711810059994
FDK46,OUT046,4085.3461810059994
FDY11,OUT045,1067.3461810059994
FDH09,OUT046,877.3461810059994
FDO08,OUT027,4120.471181006
FDU14,OUT013,3980.3461810059994
FDD22,OUT027,3248.4711810059994
FDM27,OUT017,2632.3461810059994
FDL02,OUT027,3192.4711810059994
NCA17,OUT035,2483.3461810059994
FDE38,OUT019,702.3461810059994
NCG07,OUT049,3066.0961810059994
DRC27,OUT013,3904.3461810059994
FDA27,OUT035,4205.346181006
FDW40,OUT045,2227.3461810059994
DRI11,OUT013,1868.3461810059994
FDN50,OUT046,1589.3461810059994
FDR12,OUT046,2773.3461810059994
FDT34,OUT027,3100.4711810059994
FDW11,OUT035,1153.3461810059994
NCO30,OUT027,4339.471181006
